click_x,click_y,click_z,reaction_time,direction
-0.079,1.667,-251.97,0,1
0.0,1.256,-251.857,0,1
0.079,1.339,-251.885,0,1
0.079,1.423,-251.913,0,1
0.079,1.423,-251.913,0,1
0.0,1.748,-251.984,0,1
-0.946,1.629,-251.722,1.092,2
-0.315,1.904,-251.973,1.092,1
0.236,1.083,-251.762,1.092,1
0.157,1.504,-251.931,1.092,1
0.315,1.744,-251.959,0,1
